TranscriptID	TranscriptAbundance	GeneAbundance
NM_015013	56.8979	188.5992
chr1:23345940-23410184.24	96.435	188.5992
NM_152407	9.1719	9.1719
NM_152313	7.926	7.926
NM_001826	346.6036	366.2309
NR_024163	19.6273	366.2309
NM_018292	9.0698	9.0698
NM_006806	13.6488	13.6488
NM_006763	7.9843	7.9843
NM_001731	8.7211	8.7211
NM_015143	42.9573	42.9573
NM_174921	11.0755	11.0755
NM_001099783	1.844	2.4599
NM_173487	0.6159	2.4599
NM_024574	1.2526	1.2526
NM_024592	12.9887	12.9887
NM_001047	22.2271	22.2271
chr10:96305573-96361855.18	10.3536	36.7251
NM_018063	26.3715	36.7251
NM_030797	1.939	1.939
chr8:130853717-130983188.2	14.6305	41.8721
chr8:130853717-130983188.6	27.2416	41.8721
NM_004926	107.6138	108.1314
chr14:69254374-69259785.1	0.5176	108.1314
NM_001001561	3.9048	42.4099
NM_013365	38.5051	42.4099
NM_015044	40.1824	40.1824
NM_001136043	21.8786	21.8786
NM_173572	1.1164	1.5767
chr10:134742690-134756089.1	0.4603	1.5767
NM_001160114	3.716	7.1267
NM_144597	3.4107	7.1267
NM_001130010	4.5738	8.186
chr15:36871811-37110707.1	3.6122	8.186
chr10:118083939-118139540.1	0.7109	1.0855
chr10:118083939-118139540.6	0.3745	1.0855
NM_000671	140.5806	140.5806
NM_000297	13.1501	13.1501
NM_001001701	22.4031	22.4031
chr7:120590816-120615702.3	2.7309	8.3314
NM_198267	0.5428	8.3314
NM_019071	5.0577	8.3314
NM_001080383	13.9387	22.2409
NM_005497	8.3022	22.2409
NM_006524	1.1511	5.3413
NR_027661	1.6374	5.3413
NR_027660	2.5529	5.3413
NR_034075	2.7235	19.2749
NR_034076	9.5577	19.2749
NR_034077	0.0	19.2749
chr4:83814605-83841284.9	6.9936	19.2749
NM_003472	79.2266	79.2266
chr14:76618258-76669133.6	8.6094	16.2871
chr14:76618258-76669133.5	3.4656	16.2871
NM_017926	4.2121	16.2871
NM_002800	5.7925	5.7925
NM_002731	6.8199	6.8199
NM_020799	3.3646	3.3646
chr5:43121641-43175821.10	4.75	13.9618
NM_003432	9.2119	13.9618
chr19:58637696-58666101.1	7.9248	7.9248
chr20:18269120-18297638.8	0.5029	13.1391
chr20:18269120-18297638.3	1.5233	13.1391
NM_001083330	11.1129	13.1391
NM_002795	416.0843	416.0843
NM_002794	298.3486	298.3486
NM_002793	301.2743	301.2743
NM_018113	32.4251	32.4251
NM_006755	391.3913	391.3913
NM_001025290	1.7327	1.7327
NM_001174136	1.0138	331.5953
NM_003212	330.5815	331.5953
chr9:86595636-86618982.2	3.4176	11.4196
NM_024945	8.002	11.4196
NM_003651	203.2537	203.2537
chr11:27528398-27743605.15	1.8006	1.8006
NM_002245	10.8751	10.8751
NM_001167617	1.9992	31.9865
chr3:37034840-37092335.3	13.4331	31.9865
NM_000249	16.5542	31.9865
NM_001080396	4.209	4.209
NR_036592	9.7471	9.7471
NM_173553	10.7475	33.653
chr4:189026741-189030396.3	22.9054	33.653
NM_183241	43.5916	56.3093
chr9:139886869-139888427.1	12.7177	56.3093
chr9:139886869-139888427.8	0.0	56.3093
chr19:50970046-50998559.2	13.5352	19.119
NM_138411	5.5838	19.119
chr1:55013900-55100417.1	0.8067	4.2061
NM_147161	3.3994	4.2061
NM_018473	11.6045	12.0845
NM_001160094	0.48	12.0845
NM_181661	1.2742	1.2742
chr6:169306888-169313021.1	0.8208	0.8208
NM_001012978	0.0722	0.0722
NM_001080425	43.0374	43.2931
NM_001127688	0.2557	43.2931
NM_001168399	12.0106	49.818
NM_001168401	8.4512	49.818
NM_032621	29.3562	49.818
NM_001130043	0.3768	14.074
NM_001130042	1.8574	14.074
NM_001889	11.8398	14.074
NM_001888	15.0526	15.0526
NM_030923	3.3661	3.3661
NM_018475	40.7084	40.7084
chrX:109245862-109425533.1	0.6977	12.8995
NM_032227	12.2018	12.8995
NM_014210	0.0189	0.0189
NM_022484	3.6403	3.6403
chr2:48541794-48606434.1	6.038	6.038
NM_001085471	30.5317	30.5317
NM_032316	12.4237	12.4237
NM_006556	55.9479	55.9479
NM_004297	4.589	4.589
NM_007353	78.9813	78.9813
NM_173546	21.7333	21.7333
chr12:6648694-6665249.2	6.7939	9.9437
chr12:6648694-6665249.1	3.1499	9.9437
NM_018833	18.0643	18.0643
NM_001114614	95.38	1602.9787
NM_005928	1507.5987	1602.9787
NM_004395	370.2487	370.2487
NM_016167	85.3845	85.3845
chr19:23442918-23443665.1	12.2942	16.8077
chr19:23442918-23443665.3	4.5135	16.8077
NM_001003941	49.2214	49.2214
NM_014190	65.2817	65.2817
NM_024529	8.3321	8.3321
NM_170746	179.2822	179.2822
NM_003007	2.9855	2.9855
chr7:48128354-48148329.10	5.8744	34.5466
chr7:48128354-48148329.12	7.5242	34.5466
NM_003364	21.148	34.5466
NM_018368	6.8165	6.8165
chr6:132223291-132245083.3	14.89	51.791
chr6:132223291-132245083.2	20.6171	51.791
chr6:132223291-132245083.1	16.2838	51.791
NM_152546	1.9914	10.5208
chr5:121297655-121364295.4	8.5294	10.5208
NR_028451	10.2245	53.1716
NM_001164773	1.5996	53.1716
NM_001190	41.3475	53.1716
NM_005504	0.0	59.4424
chr12:24962957-25102393.1	28.5331	59.4424
NM_001178094	2.4291	59.4424
NM_001178091	1.0887	59.4424
NM_001178093	27.3914	59.4424
NM_152379	9.8242	9.8242
chr6:131466460-131604673.4	2.8026	7.7497
NM_004842	4.4996	7.7497
chr6:131456922-131466424.1	0.4475	7.7497
NM_001014436	46.0633	46.0633
NM_203341	1.1865	56.4805
chr1:87328129-87380107.2	18.3589	56.4805
NM_004261	36.9352	56.4805
NM_004153	35.779	35.779
NM_014337	29.0742	29.0742
NM_032025	22.7509	22.7509
NM_057157	0.2982	4.9789
NM_000783	4.6807	4.9789
NM_153336	1.6635	3.2183
chr10:124739555-124749904.2	1.5549	3.2183
NM_016262	4.9021	4.9021
NM_014172	113.6954	127.4274
NM_001135861	13.732	127.4274
NM_032357	13.9858	17.465
chr2:131095815-131099922.2	3.4791	17.465
NM_001002755	20.1887	21.1308
NM_015700	0.9421	21.1308
chr14:26915089-27066960.2	2.9847	7.8703
NM_006491	4.8856	7.8703
NR_024424	0.6379	0.6379
NM_001033504	10.0026	84.0862
NM_015544	58.0171	84.0862
chr17:31254927-31268665.2	16.0666	84.0862
NM_003299	400.988	400.988
NM_001164309	1.9575	4.7884
NM_018355	0.6098	4.7884
chr19:53611132-53636173.2	2.221	4.7884
NM_007043	10.5019	10.5019
NM_019013	134.7561	172.7018
chr17:6347734-6354384.14	34.7708	172.7018
NM_001195228	3.1749	172.7018
chr20:12735069-12740892.4	10.0616	41.6259
chr20:12735069-12740892.1	31.5643	41.6259
NM_001184962	0.0	33.6318
NM_001184961	2.5187	33.6318
NM_015068	0.0	33.6318
NM_001040152	31.1132	33.6318
NM_052907	20.1865	20.1865
chr1:111956937-111970399.14	0.3615	1.151
NM_002557	0.7895	1.151
NM_003162	9.1458	9.1458
chr5:89689530-89705603.1	6.3909	29.0223
chr5:89689530-89705603.2	15.4515	29.0223
NM_004365	7.18	29.0223
NM_004344	36.2024	36.2024
chr9:130823512-130829599.1	7.5803	7.5803
NM_145269	13.5006	13.5006
NM_001039716	0.042	0.042
NM_013989	0.0	0.057
NM_001007023	0.057	0.057
chr7:75398841-75419064.1	5.3231	5.3231
NM_145263	1.1178	1.1178
NM_031432	44.5007	44.5007
NM_152765	0.0159	0.0159
chr8:67588453-67597615.2	0.9435	2.4234
chr8:67588453-67597615.1	1.4798	2.4234
NM_175075	23.6131	23.6131
NM_147184	40.2705	51.2787
NM_004881	11.0082	51.2787
NM_138436	28.0127	37.0222
NM_001135674	9.0095	37.0222
NM_001178011	3.0861	28.4919
NM_003504	25.4058	28.4919
NM_183049	2930.5981	2930.5981
NM_182614	2.6151	3.3013
chr13:114462215-114514895.3	0.6861	3.3013
NM_018310	15.7643	15.7643
NM_152597	0.351	0.351
NM_014280	124.6865	124.6865
NM_001892	63.7757	63.7757
NM_005368	0.707	0.707
NM_005528	17.088	28.4911
chr11:63997752-64001752.5	11.4031	28.4911
NM_025219	29.624	29.624
chr11:58701115-58825925.3	3.7071	3.7071
NM_022365	10.7878	10.7878
NM_014377	28.4093	28.4093
NM_006260	6.6614	6.6614
NM_004287	12.5876	19.4119
NM_054022	3.5156	19.4119
NM_001012511	3.3087	19.4119
NM_001007024	0.9424	7.6844
NM_001007025	3.4739	7.6844
NM_004871	3.2681	7.6844
NM_016052	6.7795	6.7795
NM_006788	31.7646	31.7646
NM_015646	16.4755	37.5847
NM_001010942	21.1092	37.5847
NM_002884	12.3072	13.6795
NM_001010935	1.3723	13.6795
NM_018318	2.281	7.8101
chr12:28343574-28378727.1	5.5292	7.8101
NR_015370	51.6697	51.6697
NM_001483	20.753	20.753
chr14:74353585-74398803.9	6.5854	11.8735
NM_021188	5.2881	11.8735
NM_032177	15.9346	15.9346
NM_001018024	13.9046	13.9046
NM_000019	19.1278	19.1278
NM_005891	138.846	138.846
NM_030576	55.1686	55.1686
chr6:80247601-80248444.2	1.2855	1.5826
chr6:80247601-80248444.1	0.2971	1.5826
chr8:103942746-103949851.1	1.2878	2.2904
chr8:103942746-103949851.2	1.0026	2.2904
NM_012192	19.529	31.1124
chr11:6502676-6505910.3	11.5834	31.1124
chr19:11200056-11244503.1	71.6316	71.6316
NM_003707	150.3371	150.3371
NM_024071	39.3445	39.3445
chr10:99496877-99520663.3	12.345	20.0958
chr10:99496877-99520663.1	7.7507	20.0958
NM_031442	13.1369	13.1369
NM_031296	3.2779	3.2779
chr16:19535178-19564726.2	1.647	5.7069
chr16:19535178-19564726.1	4.06	5.7069
NM_012434	8.0157	8.0157
NM_001025436	7.9824	7.9824
chr2:207602489-207630050.3	0.7883	3.0643
chr2:207602489-207630050.2	1.6082	3.0643
NM_001039845	0.6678	3.0643
NM_022744	39.1081	39.1081
NM_018079	9.76	9.76
NM_138409	8.3746	8.3746
NM_001164579	3.5158	3.5158
NM_176096	68.6119	68.6119
NM_016408	23.9245	34.0814
chr20:31946646-31989337.6	10.1569	34.0814
NM_024598	56.6003	56.6003
NR_036502	8.7207	14.6474
NR_036503	5.9266	14.6474
NM_031483	7.9882	7.9882
NM_014169	32.5893	32.5893
NM_152284	2.4976	2.4976
NM_138761	397.227	397.227
NM_032989	19.4243	34.1454
NM_004322	14.7211	34.1454
chr9:94972624-95056038.4	66.9382	121.3721
chr9:94972624-95056038.8	54.4339	121.3721
NM_001745	31.9276	31.9276
chr7:140033553-140098311.2	19.8954	19.8954
NM_002596	42.3708	42.3708
NM_018964	31.1392	31.1392
NM_004279	26.4166	26.4166
NM_015160	96.4	96.4
NM_016507	13.4485	13.4485
NM_031267	7.4988	11.5399
NM_003718	4.041	11.5399
NM_001160367	23.6554	60.48
NM_052988	36.8245	60.48
NM_033018	97.5696	97.5696
chr7:90338711-90839904.3	4.7034	5.7477
chr7:90338711-90839904.2	1.0443	5.7477
chr7:116592502-116870073.1	7.2986	9.9395
NM_018412	2.6409	9.9395
NM_022482	3.6942	5.5587
chr20:23345020-23353682.2	1.8645	5.5587
NM_001693	34.3672	34.3672
NM_014697	1.836	3.7898
NM_001164757	1.7571	3.7898
NM_001126060	0.1967	3.7898
NM_173492	12.8428	12.8428
NM_000314	8.1791	8.1791
NM_020657	4.3562	4.3562
NM_018443	0.8423	4.642
NM_001012320	1.6044	4.642
chr19:35168566-35177302.1	1.8026	4.642
chr19:35168566-35177302.10	0.3926	4.642
NM_052860	5.9436	6.5756
NM_001172831	0.632	6.5756
NM_014302	324.5536	324.5536
chr5:77655809-77656037.1	4.9803	4.9803
NM_025198	0.0	3.9441
NM_001033050	3.9441	3.9441
chr2:241938254-242041747.4	8.6229	22.7368
NM_182501	6.7992	22.7368
chr2:241938254-242041747.1	7.3148	22.7368
NM_015942	16.3728	16.3728
NM_006070	8.1298	52.0315
NM_001007565	5.5945	52.0315
NM_001195479	11.3031	52.0315
NM_001195478	27.004	52.0315
NM_032369	8.6083	8.6083
NM_006809	40.3098	40.3098
NM_014470	29.229	29.229
NM_005440	80.0357	80.0357
chr2:151324711-151344180.2	5.6724	19.8317
NM_005168	14.1592	19.8317
NM_005381	708.7377	708.7377
chr10:75196563-75255782.6	11.1282	17.5789
chr10:75196563-75255782.14	6.4507	17.5789
chr8:22298595-22398635.1	2.0225	2.0225
NM_145243	4.9617	4.9617
NM_006369	43.0916	43.0916
NM_017768	11.4282	11.4282
chr1:54412036-54433839.13	25.0929	55.3765
NM_052940	30.2836	55.3765
NM_020710	65.3608	65.3608
NM_017691	4.3523	4.3523
NM_006876	49.5304	49.5304
chr6:21666674-22194614.1	3.6099	3.6099
chr12:58176527-58209852.1	26.0425	28.446
NM_001172695	0.1595	28.446
NM_005726	2.244	28.446
chr1:217603833-217804409.1	6.2974	8.2309
NM_018040	1.9335	8.2309
chr1:109255555-109285365.1	0.0935	0.2346
chr1:109255555-109285365.2	0.0629	0.2346
NM_001144937	0.0782	0.2346
NM_001145784	10.2364	15.4844
NM_001145783	5.2481	15.4844
NM_022078	19.1824	19.1824
NM_001130864	20.1975	20.1975
NM_001160305	18.2424	28.508
chr16:58549382-58663750.10	7.2386	28.508
chr16:58549382-58663750.19	3.027	28.508
chr3:195965257-196014584.2	7.9576	16.3557
chr3:195965257-196014584.1	8.3981	16.3557
NM_018138	5.1766	5.1766
chr16:30546801-30547749.1	3.8365	3.8365
NM_002124	4.3552	4.3552
NM_017523	0.0076	0.0076
NM_001134848	3.812	3.812
NM_001145018	1.8785	3.0812
chr11:119060964-119066584.3	1.2027	3.0812
NM_000858	25.4711	108.1002
NM_001159390	82.6291	108.1002
chr22:30727978-30772816.1	15.5374	15.5374
NM_020470	133.877	133.877
chr19:11457180-11465619.1	2.0245	3.8954
NM_001080503	1.8709	3.8954
NM_001126337	8.4395	8.4395
chrX:102094791-102100784.2	0.9823	2.6147
chrX:102094791-102100784.1	1.6324	2.6147
NM_014342	56.0316	56.0316
NM_014341	324.86	324.86
NM_005639	11.9536	11.9536
NM_020783	3.6338	4.3763
chr18:40847858-40857615.2	0.7425	4.3763
chr1:114631914-114696472.6	7.6095	29.2695
NM_205848	19.5201	29.2695
chr1:114631914-114696472.2	2.1399	29.2695
NR_026766	6.7038	6.7038
NM_001033925	19.8066	33.9308
NM_003252	14.1242	33.9308
NM_024068	68.0953	68.0953
NM_001697	274.0266	274.0266
NM_001031716	0.6223	0.6223
NR_024415	0.0	0.6223
chr20:13370036-13619583.2	1.3928	4.9651
NM_017714	3.5723	4.9651
NM_003934	36.6193	36.6193
chr1:78409954-78411190.1	24.5016	106.3875
NM_003902	81.8859	106.3875
NM_015331	56.5118	56.5118
chr3:158991543-159615139.1	6.1329	6.1329
chr18:6925474-6929868.18	0.0234	0.0852
chr18:6925474-6929868.3	0.0618	0.0852
NM_001127608	15.5943	15.5943
NM_003864	14.4056	14.4056
NM_002070	271.9309	271.9309
NM_152772	1.5907	1.5907
chr8:108261710-108510254.1	0.3831	0.3831
NR_024113	7.1003	9.9524
NM_198077	2.8521	9.9524
NM_144697	10.1088	10.1088
NM_024097	11.3854	11.3854
NM_032324	63.813	63.813
NM_018050	3.9689	3.9689
NM_152608	5.2543	5.2543
chr1:150245182-150254421.3	9.0153	29.2775
NM_024579	6.8685	29.2775
chr1:150245182-150254421.4	13.3936	29.2775
NR_033992	35.6146	35.6146
NM_001102592	0.8892	2.411
chr1:109190911-109204148.26	0.8098	2.411
NM_144584	0.712	2.411
chr1:222885905-222906106.1	0.8108	7.145
NM_144695	6.3342	7.145
NM_012405	72.0122	72.0122
chr1:6266188-6296044.10	0.0	72.0122
NR_034159	0.5264	0.5264
NM_015962	13.8148	44.7893
chr14:75179849-75203388.1	30.9746	44.7893
chr1:167691186-167761155.6	9.6812	34.1366
NM_024569	3.8188	34.1366
NM_003953	20.6366	34.1366
NM_012463	10.7303	10.7303
NM_015173	30.5504	30.5504
NM_005459	0.0	0.0
NM_002098	1.6863	1.6863
NM_019008	19.4937	20.518
chr22:39898283-39914136.4	1.0243	20.518
NM_001076680	4.4112	4.4112
NM_001113324	27.4796	27.4796
NM_024648	10.4305	10.4305
NM_000543	2.2247	2.6138
NM_001007593	0.3891	2.6138
chr2:111490149-111875799.2	11.8473	11.8473
chr6:109711418-109765121.2	2.8027	16.6441
NM_003080	13.8413	16.6441
chrX:140269939-140271310.1	85.809	85.809
chr9:76618036-76619476.1	0.995	0.995
NM_145277	0.1566	0.1566
chr7:100937911-100953768.3	61.2802	94.3047
chr7:100937911-100953768.2	33.0245	94.3047
chr13:54701564-54706747.3	5.3364	20.236
chr13:54701564-54706747.1	14.8996	20.236
NM_001087	166.0938	166.0938
chr17:40086887-40117666.3	0.2424	0.8176
NM_031421	0.5752	0.8176
NM_024926	2.7632	2.7632
NM_017735	14.0775	14.0775
NM_152716	18.5666	18.5666
NM_139273	22.6072	66.5111
NM_001751	25.4748	66.5111
chr11:3022151-3078681.3	18.429	66.5111
NM_015720	46.762	46.762
NM_001428	3454.1789	3454.1789
NM_001975	117.6676	117.6676
chr17:4854383-4860425.2	6.8682	15.6739
NM_053013	8.8057	15.6739
NM_002519	4.1499	4.1499
NM_016281	3.627	3.627
NM_144571	2.2175	2.2175
NM_001015002	41.8604	41.8604
NM_016609	52.6678	52.6678
chr1:116519118-116612672.4	0.5776	1.4408
chr1:116519118-116612672.3	0.8632	1.4408
NM_145080	21.9318	21.9318
chr5:1597673-1634120.2	7.4432	10.9461
chr5:1597673-1634120.1	3.5029	10.9461
NM_006252	2.182	2.182
NM_006251	4.4942	4.4942
chr8:7992262-8039828.1	5.2855	5.2855
NM_014288	23.9376	23.9376
NM_182763	0.4164	81.9635
NM_021960	81.5471	81.9635
chr2:16225605-16237480.1	1.0525	1.0525
NM_002624	297.0265	306.8172
NM_145897	9.7907	306.8172
NM_024637	7.8826	7.8826
chr7:22893899-22896140.1	5.024	5.024
chr11:72525450-72540678.3	3.3408	6.2408
chr11:72525450-72540678.4	2.9	6.2408
chr3:155480400-155524055.2	0.9157	1.0989
chr3:155480400-155524055.1	0.1831	1.0989
chr11:3436807-3490531.1	13.5118	13.5118
NM_138807	0.8184	10.7701
chr3:11831919-11888352.1	9.9517	10.7701
NM_001175	0.5775	0.5775
NM_030808	15.8414	15.8414
NM_004309	257.5542	257.5542
chr5:87564844-87566342.5	4.7198	9.9018
chr5:87564844-87566342.3	5.1821	9.9018
NM_152667	2.7603	2.7603
NM_032806	20.5976	20.5976
NM_173824	9.3359	9.3359
NM_002381	4.6568	4.6568
NM_030583	1.4898	4.3262
NM_002380	2.8364	4.3262
NM_004069	290.1595	290.1595
NM_016400	62.0449	62.0449
NM_003869	10.8158	10.8158
NM_170707	36.7458	36.7458
NM_020139	13.0333	13.0333
NM_138476	27.8102	27.8102
NM_004051	12.9392	12.9392
NM_004728	92.1277	92.1277
NM_017895	43.9038	43.9038
NM_003446	0.9892	0.9892
chr19:58211810-58220579.1	1.4185	6.2271
NM_001085384	4.8086	6.2271
chr19:44488354-44502477.3	0.2706	2.728
NM_198089	2.4574	2.728
NM_016315	9.2252	38.1909
chr2:189157389-189460650.3	28.9657	38.1909
NM_018255	49.7911	49.7911
chr19:20188802-20237560.1	7.0361	12.78
NM_007138	5.7438	12.78
NM_003430	2.0731	2.0731
NM_152626	4.7409	4.7987
NM_007139	0.0579	4.7987
NM_031218	7.8684	7.8684
chr2:66471616-66473418.1	6.6418	9.4882
chr2:66471616-66473418.2	2.8464	9.4882
chr7:151078206-151110130.1	0.7208	1.0233
chr7:151078206-151110130.3	0.3025	1.0233
NM_014053	21.4821	21.4821
chr4:153857287-153864079.1	1.337	1.337
NM_021939	172.6715	172.6715
NM_001143782	16.9728	74.6231
NM_001143781	16.655	74.6231
NM_016594	40.9953	74.6231
chr11:67388007-67393524.1	32.658	32.658
NM_014888	39.8714	39.8714
chr8:28285929-28347784.1	2.2392	7.0019
chr8:28285929-28347784.2	3.4698	7.0019
chr8:28285929-28347784.3	1.2929	7.0019
NM_016360	32.2048	32.2048
NM_017896	44.9065	44.9065
NR_036605	0.3421	11.9775
NM_004837	11.6354	11.9775
NM_139169	5.8889	5.8889
NM_015679	58.9966	58.9966
NM_018226	12.0786	12.0786
NM_001037281	25.8248	25.8248
NM_015461	4.942	4.942
chr6:46655611-46703430.5	1.1025	2.582
NM_005084	1.4795	2.582
NM_015715	30.4314	30.4314
NM_145691	19.1845	19.1845
NM_001130146	1.6879	16.6581
NM_001130147	4.1449	16.6581
NM_032358	10.8253	16.6581
NM_022745	15.8458	16.6162
NM_001042546	0.7703	16.6162
chr3:48481685-48485537.5	73.6069	540.8
NM_015933	440.5351	540.8
chr3:48481685-48485537.2	26.658	540.8
NM_001130041	56.8315	208.6921
NM_001130040	151.8606	208.6921
NM_022903	40.8923	40.8923
NM_002029	0.0	0.0
NM_006568	9.2815	9.2815
NM_024092	33.116	33.116
NM_023943	3.8246	7.6492
NM_001136469	3.8246	7.6492
NM_032376	36.2611	36.2611
NM_003923	104.4108	104.4108
NM_183065	4.7024	5.842
chr17:8076298-8079714.2	1.1395	5.842
chr17:72772621-72835920.1	16.307	16.307
NM_001009568	17.3929	95.1377
NM_014474	77.7448	95.1377
NM_014394	69.7935	69.7935
NM_006714	1.509	1.509
NM_001040432	0.0451	0.0451
chr7:99998495-100026302.1	0.6159	0.6159
chr2:24272583-24286548.3	12.4183	68.0531
NM_004116	30.3954	68.0531
NM_054033	25.2394	68.0531
NM_000801	283.176	301.7599
NM_054014	18.5839	301.7599
chr2:20068614-20084807.9	0.1299	0.2499
chr2:20068614-20084807.7	0.12	0.2499
chr4:90602831-90640976.4	5.6578	12.5775
chr4:90602831-90640976.2	3.6144	12.5775
chr4:90602831-90640976.3	3.3054	12.5775
chr3:9367852-9372211.1	1.5164	1.5164
NM_016480	94.8716	94.8716
NM_182789	10.1326	27.9235
NM_006451	13.6435	27.9235
NM_183323	4.1474	27.9235
chr1:16085254-16113084.7	11.525	61.846
chr1:16085254-16113084.10	4.9334	61.846
NM_017556	45.3876	61.846
NM_001145951	9.8441	26.0323
NM_004085	16.1881	26.0323
NR_028383	27.2977	165.927
NM_012459	138.6294	165.927
chr11:63974151-63993726.1	29.9207	53.4141
NM_001160390	0.0	53.4141
NM_001033678	23.4935	53.4141
NM_001141969	105.9617	107.8659
NM_001141970	1.9042	107.8659
NM_014595	90.9067	90.9067
NM_000380	2.4097	2.4097
NM_014044	25.7534	25.7534
NM_199227	4.1324	4.1324
NM_024065	37.4529	37.4529
chr17:28903482-28964484.5	4.0727	13.8644
chr17:28903482-28964484.6	6.9372	13.8644
chr17:28903482-28964484.2	2.8545	13.8644
NR_030770	24.5155	34.7329
NM_031443	10.2174	34.7329
chr19:17830302-17845324.1	92.2471	92.2471
NM_001130929	23.9983	23.9983
chr11:31391376-31531169.4	7.4198	21.9372
chr11:31391376-31531169.20	14.5174	21.9372
NM_004571	7.3068	7.3068
NM_174938	0.2594	0.2594
NM_032576	7.3319	7.3319
NM_001005852	4.1895	17.2323
chrY:21753845-21755284.2	7.8027	17.2323
chrY:21753845-21755284.3	5.2401	17.2323
NM_016592	47.6478	1049.9362
NM_000516	90.0602	1049.9362
NM_001077488	912.2282	1049.9362
NM_080426	0.0	1049.9362
NM_024754	5.3956	5.3956
NM_017952	19.4621	19.4621
NM_006052	31.4278	31.4278
NM_015545	30.8329	30.8329
NM_004504	9.5854	9.5854
NM_006268	81.9166	81.9166
NM_004317	261.1528	261.1528
NM_001016	4169.0346	4169.0346
NM_000980	6547.8642	6547.8642
NM_013409	22.9869	22.9869
NM_002273	343.373	343.373
NM_006891	4.9014	4.9014
NM_004927	66.8679	66.8679
NM_007259	13.0021	13.0021
NM_018844	1.7663	1.7663
NM_001128224	1.7526	6.0809
NM_001017395	4.3283	6.0809
NM_014858	7.2202	7.2202
chr1:26560692-26605299.7	23.0329	23.0329
NM_004202	4.0406	4.0406
chr1:183217378-183387737.1	6.92	6.92
NR_003148	0.9816	0.9816
NM_022787	1.5841	1.5841
NM_021029	1269.629	1269.629
chr15:75315926-75343066.3	1.588	8.5583
NM_021823	6.9703	8.5583
chr18:5392387-5543986.8	8.2791	8.2791
NM_001184939	3.1738	10.6191
chr2:120770603-120937714.5	7.4453	10.6191
NM_024560	12.7217	12.7217
NM_018246	14.6916	34.3637
chr8:27590834-27630170.5	7.1963	34.3637
chr8:27590834-27630170.7	12.4758	34.3637
NM_013245	94.1861	94.1861
NM_004869	10.4582	10.4582
NM_207418	19.769	23.6009
chr1:143896451-143913143.3	3.8319	23.6009
NM_199329	26.9545	26.9545
NM_001100910	24.0654	24.0654
NM_001123168	22.1641	22.1641
NM_001127453	4.4856	5.8376
